#SampleID	SRR1141250	SRR1143350	SRR1145430	SRR1145431	SRR1143324	SRR1145435	SRR1145427	SRR1145428	SRR1141249	SRR1143339	SRR1145429
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermabacteraceae;g__Brachybacterium	0	32	0	0	0	0	59	0	0	9	2
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermacoccaceae	2	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Dermatophilaceae	193	131	179	0	169	0	45	238	185	7	157
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae	278	266	69	0	106	0	157	90	306	49	81
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Ornithinicoccus	0	1	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Ornithinimicrobium	0	1	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Oryzihumus	2	0	3	0	0	0	0	2	2	1	1
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Phycicoccus	0	0	1	0	0	0	0	1	0	0	1
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Intrasporangiaceae;g__Terrabacter;s__Terrabacter_aerolatus	0	0	0	0	0	0	0	0	0	1	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae	263	16909	147	0	117	0	9440	143	340	5123	437
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agrococcus	0	1	0	0	0	0	4	0	0	1	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Amnibacterium	0	0	0	0	0	0	1	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Aurantimicrobium	0	0	5	0	0	0	0	2	0	0	5
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Frigoribacterium	0	1	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Gulosibacter	0	0	0	0	0	0	0	0	0	0	33
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Leucobacter	0	0	0	0	0	0	0	0	0	1	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Lysinimonas	0	1	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium	68	222	11	0	34	0	146	16	88	83	20
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Parafrigoribacterium	0	1	0	0	0	0	2	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Rhodoluna	0	0	0	0	0	0	0	0	1	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Yonghaparkia	0	1	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae	191	1335	577	0	109	0	555	811	102	151	1031
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter	195	314	217	0	105	0	113	218	70	54	3014
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter_sp._FCD1-3	0	0	0	0	0	0	0	0	0	0	1
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter_woluwensis	0	0	0	0	0	0	0	0	0	0	19
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Glutamicibacter	0	0	0	0	0	0	0	0	0	0	3
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Kocuria	0	1	0	0	0	0	0	0	0	1	5
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Paenarthrobacter	27	0	7	0	14	0	1	5	3	0	40
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Pseudarthrobacter	13	122	71	0	15	0	33	97	13	18	70
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Renibacterium	0	4	3	0	0	0	0	3	0	0	2
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Promicromonosporaceae	0	1	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales	1	1	0	0	1	0	0	1	0	1	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae	36	3	4	0	28	0	2	14	46	1	6
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Actinoplanes	2	0	0	0	3	0	0	0	6	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Dactylosporangium	0	0	0	0	1	0	0	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Longispora	1	0	0	0	0	0	0	1	2	0	1
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Luedemannella	10	1	1	0	2	0	2	0	10	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Luedemannella;s__Luedemannella_sp._119-1-07	2	0	1	0	1	0	0	1	1	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micromonosporales;f__Micromonosporaceae;g__Micromonospora	0	1	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Nakamurellales	0	0	0	0	2	0	1	0	1	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Nakamurellales;f__Nakamurellaceae	21	2	0	0	7	0	1	0	6	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Nakamurellales;f__Nakamurellaceae;g__Nakamurella	17	2	0	0	8	0	8	2	11	0	1
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Nakamurellales;f__Nakamurellaceae;g__Nakamurella;s__Nakamurella_panacisegetis	10	0	0	0	3	0	0	0	8	0	2
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales	7	287	24	0	9	0	195	25	5	65	13
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae	52	37	3	0	27	0	29	5	60	18	2
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium	0	1	0	0	0	0	2	0	1	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Friedmanniella	12	118	2	0	7	0	0	3	14	65	3
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Kribbella	1	0	0	0	0	0	0	0	2	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola	38	4	1	0	17	0	1	3	43	2	3
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides	64	141	2	0	43	0	101	4	101	47	5
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Propionicimonas	1	4	0	0	1	0	2	1	3	1	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae	33	168	11	0	21	0	48	10	52	62	11
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Aestuariimicrobium	0	19	18	0	0	0	19	32	0	3	10
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Microlunatus	3	5	0	0	1	0	9	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Propioniciclava	0	0	10	0	0	0	3	9	0	0	2
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Propioniciclava;s__Propioniciclava_tarda	0	0	2	0	0	0	0	0	0	0	2
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales	1	0	0	0	0	0	0	0	1	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae	5	12	1	0	5	0	3	12	9	2	6
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Amycolatopsis	3	1	1	0	2	0	0	2	1	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Crossiella	0	1	0	0	0	0	1	0	0	4	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Pseudonocardia	2	6	2	0	2	0	1	0	1	2	4
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Sporichthyales	1	0	2	0	3	0	0	0	2	0	4
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Sporichthyales;f__Sporichthyaceae	9	2	3	0	8	0	2	3	15	1	2
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Sporichthyales;f__Sporichthyaceae;g__Sporichthya	0	0	0	0	1	0	0	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales	3	1	6	0	3	0	1	4	1	0	5
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae	35	782	253	0	16	0	418	151	32	127	251
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces	37	5	5	0	24	0	3	10	35	2	4
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales	0	2	0	0	0	0	2	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Streptosporangiaceae	0	0	0	0	0	0	1	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae	0	0	0	0	2	0	1	0	6	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;g__;s__Thermomonosporaceae_bacterium_YE4-D4-16-CH2	3	0	0	0	0	0	0	0	2	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;g__Actinoallomurus	0	1	0	0	0	0	0	0	0	0	1
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;g__Actinocorallia	1	0	0	0	1	0	1	1	5	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;g__Actinomadura	0	0	0	0	0	0	0	0	1	0	1
sk__Bacteria;k__;p__Actinobacteria;c__Coriobacteriia	0	6	13	0	2	0	4	17	0	1	17
sk__Bacteria;k__;p__Actinobacteria;c__Nitriliruptoria	1	0	0	0	0	0	0	0	1	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Nitriliruptoria;o__Euzebyales	2	0	1	0	0	0	0	2	2	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Nitriliruptoria;o__Euzebyales;f__Euzebyaceae	1	0	3	0	1	0	0	0	1	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Nitriliruptoria;o__Nitriliruptorales;f__Nitriliruptoraceae	2	0	0	0	1	0	0	0	0	0	1
sk__Bacteria;k__;p__Actinobacteria;c__Rubrobacteria	11	3	2	0	2	0	1	9	15	0	2
sk__Bacteria;k__;p__Actinobacteria;c__Rubrobacteria;o__Gaiellales	6877	960	3616	0	3638	0	367	3262	9193	124	3173
sk__Bacteria;k__;p__Actinobacteria;c__Rubrobacteria;o__Gaiellales;f__Gaiellaceae	12	7	2	0	13	0	2	3	10	2	4
sk__Bacteria;k__;p__Actinobacteria;c__Rubrobacteria;o__Gaiellales;f__Gaiellaceae;g__Gaiella	118	392	37	0	155	0	200	58	144	74	21
sk__Bacteria;k__;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales	1	2	1	0	2	0	1	2	2	0	2
sk__Bacteria;k__;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae	2	0	1	0	1	0	0	0	0	0	2
sk__Bacteria;k__;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter	27	0	0	0	10	0	4	3	20	0	4
sk__Bacteria;k__;p__Actinobacteria;c__Thermoleophilia	55	6	9	0	18	0	4	4	77	2	14
sk__Bacteria;k__;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales	2957	703	198	0	1981	0	344	358	3377	97	131
sk__Bacteria;k__;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae	7	0	1	0	9	0	0	2	7	0	1
sk__Bacteria;k__;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__Conexibacter	104	1	9	0	80	0	1	28	107	0	4
sk__Bacteria;k__;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Parviterribacteraceae;g__Parviterribacter	0	0	0	0	1	0	0	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae	1	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae;g__Patulibacter	1	0	0	0	0	0	0	0	0	1	0
sk__Bacteria;k__;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae	100	11	10	0	161	0	3	35	134	2	19
sk__Bacteria;k__;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter	30	22	1	0	13	0	10	3	40	5	2
sk__Bacteria;k__;p__Armatimonadetes	383	172	428	0	177	0	83	495	666	33	459
sk__Bacteria;k__;p__Armatimonadetes;c__;o__;f__;g__;s__Armatimonadetes_bacterium_55-13	0	0	1	0	0	0	0	0	0	0	1
sk__Bacteria;k__;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales	177	11	20	0	90	0	2	26	186	6	26
sk__Bacteria;k__;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__Armatimonas	15	0	0	0	6	0	0	2	11	2	0
sk__Bacteria;k__;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales	13	0	3	0	11	0	1	7	13	0	3
sk__Bacteria;k__;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae	2	0	0	0	0	0	0	2	6	0	0
sk__Bacteria;k__;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas	26	0	2	0	13	0	0	2	30	0	1
sk__Bacteria;k__;p__Armatimonadetes;c__Fimbriimonadia	1	0	0	0	0	0	0	1	0	0	0
sk__Bacteria;k__;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales	6	0	4	0	8	0	1	5	7	0	3
sk__Bacteria;k__;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae	250	5	128	0	155	0	22	71	220	7	105
sk__Bacteria;k__;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__Fimbriimonas	2	0	0	0	1	0	0	0	2	0	1
sk__Bacteria;k__;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__Fimbriimonas;s__Fimbriimonas_ginsengisoli	0	0	0	0	1	0	0	0	1	0	0
sk__Bacteria;k__;p__Bacteroidetes	628	2823	549	0	605	0	4482	716	734	1938	519
sk__Bacteria;k__;p__Bacteroidetes;c__;o__;f__;g__;s__Bacteroidetes_bacterium_GWE2_42_24	0	0	0	0	0	0	0	1	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__;o__;f__;g__;s__Bacteroidetes_bacterium_N2	2	0	0	0	2	0	0	1	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__;o__;f__;g__;s__Bacteroidetes_bacterium_RIFCSPLOWO2_12_FULL_35_15	1	0	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__;o__Bacteroidetes_Order_II._Incertae_sedis	1	0	0	0	1	0	0	0	3	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__;o__Bacteroidetes_Order_II._Incertae_sedis;f__Rhodothermaceae	1	0	0	0	0	0	0	1	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia	4	72	104	0	4	0	46	47	10	17	59
sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	39	142	832	0	19	0	82	977	29	42	756
sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0	0	0	0	0	0	0	1	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__;s__benzene_mineralizing_consortium_clone_SB-5	0	0	0	0	0	0	0	1	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0	0	0	0	0	0	0	1	0	1	5
sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae	0	0	0	0	0	0	0	1	0	0	1
sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae	2	4	291	0	1	0	0	225	1	0	259
sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Lentimicrobiaceae;g__Lentimicrobium	0	0	5	0	0	0	0	9	0	0	54
sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae	1	0	0	0	0	0	7	4	1	0	2
sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae	0	0	47	0	0	0	0	139	1	1	78
sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter	0	9	59	0	1	0	2	40	0	0	22
sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	0	0	5	0	0	0	0	10	0	0	4
sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Fermentimonas	0	1	0	0	0	0	0	0	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Microbacter	0	0	7	0	0	0	0	3	0	0	1
sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas	0	1	0	0	0	0	0	0	0	0	2
sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	1	102	37	0	0	0	78	49	3	19	132
sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	0	67	2	0	1	0	48	0	0	8	0
sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Anaerocella	0	0	1	0	0	0	0	8	0	0	8
sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae	0	0	0	0	1	0	1	1	0	0	0
sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	0	0	0	0	0	0	2	0	0	0	0
